Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2018-09-18 16:50,Kids' bathroom tub is cracked and leaking. It is causing the floor to rot. Drips visible under trailer.,"I told the family to stop using this tub to keep floor damage from getting worse. They have another bathroom in good shape.

Remove old tub. It is a trailer-size tub with a center drain, order from Discount Mobile Home.

Repair subfloor with new plywood, sister joists. Add insulation.

You may have to replace the surround as well.",Urgent,High, $600 ,Complete,,2019-08-01,,Grapevine,St. Mary's (Kinston),
2018-09-18 16:43,"Deck steps need replacement. Rotten tread, no landing pad, broken stringer. Not built to code.  

Height of deck is around 42""","Replace steps, build handrails. If you make the treads end close to the outside wall you will only have to build one handrail.  

Make a concrete pad landing at the bottom.",High,High, $200 ,Complete,,2019-06-28,,Grapevine,,
2018-09-18 16:40,Beth's main source of heat are two space heaters and a portable Kerosene heater,Mini split or other efficient heater,Urgent,High,,Archived,,,,Grapevine,,
2018-09-18 16:39,No finished flooring under kitchen sink. Small hole in subfloor.,"Clean out area and make sure the subfloor is good, repair if needed, then install a few pieces of laminate flooring under the kitchen sink.",Urgent,High, $20 ,Archived,,,,Grapevine,,
2018-09-18 16:35,Junk clutters yard,haul off with truck,High,Low, $15 ,Complete,,,,Grapevine,,
2018-09-18 16:34,No CO detector. Clients have kerosene heater,Install,Urgent,Low, $20 ,Complete,,2019-06-28,,Grapevine,,
2018-09-14 15:19,"There is a big deck in front of the trailer. It has pulled away from the house leaving a 10"" gap between the door and deck. A kid fell through one time.

Deck 20 yrs old and in rough shape, posts are leaning.","Tear down the deck.Homeowners will have access to a tractor- that may be an easy way to tear this down. Haul unusable materials to the landfill using Mikey's truck.

Rebuild a smaller deck. Talk to the owners, a 6x8 deck would probably be fine. Make it freestanding and sloping away from the house. Build steps and rails. Make a concrete landing at the bottom.",Urgent,High, $500 ,Complete,,2019-05-15,,Walnut Community,,
2018-09-14 15:13,Back deck is in bad shape.20+ years old. it slopes towards the house. Bad rails. Steps are unsafe.,"Tear down and rebuild a free standing deck. Existing deck is 6'x8'. Deck is around 3' off the ground. Build rails, steps. Slope deck away from house.",Urgent,High, $500 ,Complete,,2019-05-15,,Walnut Community,,
2018-09-14 14:12,Roof is rusted and leaks. 3/12 pitch.,"Install a metal roof with soffit, fascia, gutters and drainage.

Talk to Edward Roberts, he has liability, is local, and knows the family.",Urgent,High," $3,500 ",Complete,,,,Walnut Community,,
2018-09-14 13:51,Outlet in Bathroom does not work.,Replace outlet (nonGFI) with GFI outlet.,High,High, $20 ,Archived,,,,Walnut Community,,
2018-09-14 13:49,"There is some heavy trash that should go to the landfill. An old, broken freezer needs to be cleaned out.",Clean out old freezer. Haul stuff to landfill. Clean up yard. Mikey has a flat bed truck.,High,Low,,Archived,,,,Walnut Community,,
2018-09-14 13:46,The Roberts' can use some help with cutting bushes and other yard work,"Cut brush, weedeat, clean up yard",High,Low,,Archived,,,,Walnut Community,,
2018-09-14 13:42,No Co detector,install,Urgent,Low, $20 ,Archived,,,,Walnut Community,,
2018-09-14 10:32,ceiling drywall and some trim has come loose in some places inside the house.,The roof should be fixed first. Then you can come in and do some drywall repair. This could involve removing existing drywall and fixing some ceiling framing.,High,High, $50 ,Archived,,,,Shelton Laurel,,
2018-09-12 16:01,A sewer drain pipe has come loose under the trailer,"Remove some underpinning to access the area. Clean and glue the pipe together.

I gave Sarah Rooter King's number. and another number in Erwin, TN. She is going to try and take care of this problem herself ASAP. I told her to keep us posted.",EMERGENCY,Low, $100 ,Complete,,,,Shelton Laurel,,
2018-09-12 16:00,"Some 10 years ago, according to homeowner, a tree fell on the roof, The roof was damaged and is misshapen as a result. The previous owners covered the entire roof with asphalt roll roofing. This, remarkably, has kept the roof from leaking for many years, but it is starting to wear out. A couple small leaks, staining the ceiling, are visible inside the home, as well as a porch roof leak. Sarah is rightfully concerned that the damaged roof may not support a big snow load.","The existing roof here is a 3/12 pitch. In order to address the structural issues, 2x4 rafters should be installed over the existing roof every 2 feet. Plumb cut rafter tails and allow rafters to overhang the building by at least 8"". Install perlins, 2x4 sub fascia and 1x6 pressure treated fascia board. Then metal can go over that.

Install gutters, downpouts and drainpipes.

install vinyl ""F""channel on the building and sub fascia. Install vented vinyl soffit material to keep out bugs.",Urgent,High," $3,500 ",Archived,,,,Shelton Laurel,,
2018-09-12 15:40,"There are some continuously wet areas around the trailer. Sarah says there is a spring on one corner, under the old shed that needs to be removed. Ground stays wet under trailer.","Dig a French Drain . start where the old shed was, then go around the side. Another French Drain could be dug around the back. DETERMINE LOCATIONS OF ALL POWER LINES, WATER LINES AND DRAIN PIPES BEFORE DIGGING.

A French drain can be put in by low skill workers, but In order for it to work it must be done right, Use solid sewer pipe (the white, solid stuff, not corrugated black pipe). with holes. Cover that with silt cloth. Use 3/4 gravel. Follow CHC guidelines.

Gravel can be ordered and delivered from Danny Collins at 828-777-6352",Urgent,Low, $300 ,Archived,,,,Shelton Laurel,,
2018-09-12 15:26,Underpinning needs work.,"Sarah wants to clean out debris from under there, add plastic, and replace some underpinning. I told her to be on the lookout for some used roof metal to use as underpinning. Cut custom pieces of metal to fit the space. When installing the metal, check plumb with a level every once in a while.

Build a pressure treated 2x4x frame to support the underpinning and make a couple access doors , especially around back where the water line is.",High,High, $375 ,Archived,,,,Shelton Laurel,,
2018-09-12 15:20,Old shed needs to be remove so drainage ditches can be dug.,Dismantle shed and haul off / reuse materials.,High,Low, $20 ,Archived,,,,Shelton Laurel,,
2018-09-12 15:16,Old electric furnace is no longer used. Sarah says it still works but she wants it removed . The chimney will need to be removed for roof repairs anyway. Her wood stove provides sufficient heat.,Remove furnace and chimney and convert the space into a closet.,Low,High,,Archived,,,,Shelton Laurel,,
2018-09-12 12:02,"Back porch is in bad shape. There is a roof leak that soaks the area in front of the main entry/ exit of the home, making it slippery. Porch floorboards have rotted and fallen through making it unsafe.

Area is extremely cluttered. there is an old fridge that does not work. The freezer, which works, is leaning because it has fallen thru the floorboards. Freezer is rusty.","Short term solution-

Remove debris from area and put in dumpster. The fridge may need to be disposed of in a certain way- ask Griffin about this. Make a safe way for clients to get in and out of their home. This may involve building back part of a porch or a ramp,or even a gravel pathway, and patching up the leak above to dry out the area.

If safe, get up on the roof and patch the hole with a piece of tin. Replace rotten roof boards.

Get the clients an new freezer. Make a temporary place to put it while the porch area is being worked on.

Long term solution is a new porch, or extensive repairs. Note- lead paint is present. Asbestos shingles. Special procedures must be followed during demo.",EMERGENCY,Low, $100 ,Complete,,2018-09-29,,Hwy. 19,,
2018-09-12 11:54,"Front porch has a bad roof leak that has caused major structural damage. A post has fallen down. Lots of rotten material on that corner of the roof. Porch framing damaged. Holes in deck.

This is not a safe exit. Although the steps (concrete and block), are in ok condition, porch is too damaged to safely walk on.

The porch foundation is block. Some are broken. The blockwork serves as underpinning.","The solution here is probably going to be a complete tear-off and rebuild. You may be able to save the roof by supporting it with temporary posts and repairing framing.

The siding here is asbestos shingles.Lead paint may be present., so special procedures must be followed during demo.",Urgent,High,,Archived,,,,Hwy. 19,,
2018-09-12 11:53,"There are some electrical issues that appear urgent. Missing covers, loose wires, etc.",Look at wiring under the kitchen countertop that serves the water heater and pump. these wires should be tested and put in boxes. unused wiring should be removed.,Urgent,High, $50 ,Archived,,,,Hwy. 19,,
2018-09-12 11:41,"Home is cluttered, especially on the outside. There are old refrigerators, bags of trash, and debris piles that are preventing accurate assessment of some parts of the house.","Order a dumpster and a Port a Jon from Griffin Waste services. Get a crew out there to remove trash.

Griffin- 828-281-4549

Dumpster rental for 3 days- $285

Port-a -jon rental- $100 for 4 weeks.

Maybe get some plastic, sealable tote boxes for Nora to put stuff in she wants to keep",Urgent,Low, $400 ,Complete,,2018-10-04,,Hwy. 19,,
2018-09-12 11:38,Bathroom in rough condition. Toilet leaning. Tub faucet plumbing exposed. Wall covering missing. Floors uneven and water-damaged.,Complete bathroom remodel. uo may be able to re-use the old cast iron tub if you can clean it.,Urgent,High," $5,000 ",Archived,,,,Hwy. 19,,
2018-09-12 11:37,Drain leaks. This problem was reported by a volunteer plumber from Foster Creek Church. Kitchen sink drains onto ground. Bathtub drains onto ground.,"~~At assessment time, my flashlight batteries were dying and there was some kind of varmint under the house that I could not see well. Assess drainpipes and go from there ?~~ ?Re-do drain system under house- the commode drain seems ok, but kitchen and bath drains are not hooked up. PVC drain pipes. Rooter- King Job? __~~__~~",Urgent,High, $300 ,Archived,,,,Hwy. 19,,
2018-09-12 11:34,New countertop and kitchen cabinets needed. The old countertop is rotten and the cabinet is moldy from water damage,Install new countertop and cabinets.,Urgent,High, $300 ,Archived,,,,Hwy. 19,,
2018-09-12 11:33,CO detector needed,install,Urgent,Low, $20 ,Archived,,,,Hwy. 19,,
2018-09-11 16:36,"A wire has been cut that goes from the pump to an exterior electrical box. the wire has been spliced together, but since it is outside, it could short out if it gets wet. Then she would be out of water. Wire is covered by a milk jug, and currently goes underground for a ways.","Cut power to pump. Remove wire from box and pump. Use conduit and run it along the side of the house. Drill a hole through the side of the pump house and rewire the pump. A 30' section of wire should do it.

Ann has an aquaintance that has agreed to do this job, but he has not showed up yet.",Urgent,High, $50 ,Complete,,2020-08-19,,Mars Hill,,Allen Schular Construction
2018-09-11 16:22,There is a soft place on the roof around the masonry chimney. The shingles are coming up around the electrical boot. Shingles are 20 yrs old. Drip edge was never installed. Fascia board and soffit are damaged. Gutters are falling off.,"Strip off shingles. Repair roof deck with new plywood in places that need it. Install drip edge. Re-shingle roof. Flash chimney. You may need to cut a ridge vent. Metal roof also an option but there are a couple of valleys. Install split boot around electrical weatherhead, new vents around plumbing boots.

Repair soffit and fascia. Repair or replace gutters.

Roof is approximately 1640 square feet. Roof pitch is approximately 5/12.",Urgent,High," $4,200 ",Complete,,2020-08-19,,Mars Hill,,Hyden Construction
2018-09-11 16:06,"Ann's only source of heat is a wood stove. Although it is a good heat source, and her family helps her get wood, she is not as physically able to deal with firewood as she once was.","Client requests small, efficient propane heater. She does not want oil.",High,High, $400 ,Complete,,2020-11-05,,Mars Hill,,
2018-09-11 15:59,Some siding is damaged due to moisture.,"The existing siding is a fiber-board type stuff that deteriorates easily when the paint wears off, and is falling apart in places. Replace part of the siding with T-111 or other similar material. Install flashing and caulk where the two sidings meet to keep water out.This siding is probably 5/8"" thick but you better double check. Paint. Whole house could use paint, client has a 5 gal. bucket that is probably still good.",Urgent,High, $120 ,Complete,,,,Mars Hill,,Hyden Construction
2018-09-11 15:52,"Drier vents out into the living room, pushing moist air into living room.","Get a vent kit and hood. look behind the dryer, unplug. You may have to cut a hole in the floor. Run vent to the outside of the house , through a hood attached to the exterior siding.",Urgent,High, $50 ,Complete,,2020-08-19,,Mars Hill,,Allen Schular Construction
2018-09-11 15:50,Well pump shed (attached to house) needs work. Door is damaged and hard to open/close. Bad wiring to pump (see other repair).,"Replace door. Get an exterior door, 32"" x 80. The existing door is left hinge and swings out.

Roof needs work and leaks. , there are no shingles up under the soffit, probably because they were impossible to install (no room to swing a hammer). A metal roof could work here.

Some other improvements could be made to the well house - insulation , etc.",Urgent,High, $250 ,Complete,,2020-08-19,,Mars Hill,,Allen Schular Construction
2018-09-11 15:34,"Deck has a set of steps that are not built to code. One step is super high.

Deck boards are slick and dirty","Rebuild deck steps with rails. Clean deck with wire brush or pressure washer, or replace boards if finances permit. 8' x 8' deck.",Urgent,High, $200 ,Complete,,2020-08-19,,Mars Hill,,Hyden Construction
2018-09-11 15:30,Home is cluttered,"Assist Ann with removing and storing various items. Donate, throw away, etc.",High,Low,,Complete,,2020-08-19,,Mars Hill,,
2018-09-11 15:21,Insulation in crawlspace is falling out. Faced fiberglass r13. Paper facing on insulation is moldy.,Remove insulation. Faced insulation should not be installed in a crawlspace. There is good underpinning here so more may not be needed.,High,Low, $20 ,Complete,,2020-08-19,,Mars Hill,,Allen Schular Construction
2018-09-11 15:20,No smoke or CO Detector,install battery powered combo unit,Urgent,Low, $40 ,Complete,,2020-08-19,,Mars Hill,,Allen Schular Construction
2018-09-06 14:31,"There is an addition, built only 8 yrs. ago, that has mold. It is on the ceiling. An inspection of the roof revealed that the pitch is way too shallow ( less than 1 /12) for shingles, therefore it leaked, causing the mold problem. A couple places on the roof were soft.

The floor is also weak along the back wall.It was built way too close to the ground, with the band and some joists touching the ground, and moisture has caused rot.

The family has closed off this room and the adjacent (unused) bedroom to minimize mold exposure.","This room would be hard to fix without great expense. Unfortunately the best solution to this problem may be to tear the entire (12' x 12') addition off entirely. Then you could fix the roof back with the original (3/12) pitch, reinstall plywood and shingles, and close off the door, or make another exit.",Urgent,High, $200 ,Complete,,,,Spillcorn,(old) Western North Carolina Servant EVENT,
2018-09-06 14:29,"Back deck slick, broken boards. This is their second exit.","Remove old washing machines and junk. Tear off deck. Improve gravel pathway and put a concrete step in front of the door. Use scrap wood to make a concrete form.

The doorway is close to the ground so a deck is not really needed here anyway.",Urgent,Low, $200 ,Archived,,,,Spillcorn,,
2018-09-06 14:24,Primary Bathroom needs a new shower stall . Client says it leaks. No floor damage yet.,"Install new 36"" x 36"" corner shower stall. Other upgrades may be needed. Clean and paint. Install bathroom fan.",High,High, $750 ,Archived,,,,Spillcorn,,
2018-09-06 13:19,"There is a bedroom , part of the original trailer, That needs work in order to be used.","Clean out stuff. Repair drywall (probably 3/8""). Clean walls, paint. I did not see any roof leaks or mold in this room.

This should be done after the more urgent removal of the moldy addition.

Job may involve removing the exterior door or making an exit to the outside here.",High,High, $120 ,Archived,,,,Spillcorn,,
2018-09-06 13:17,"There is a second bathroom (8' x 8') in the home that the clients would like to have remodeled. The batrhroom has not been used in years. Tub is cracked, lots of clutter in the room.","Remove clutter. Replace tub. Other repairs may be needed- state of plumbing unknown.

First priority should be to fix the primary bathroom, then if funds allow work on this one.",High,High," $1,000 ",Archived,,,,Spillcorn,,
2018-09-06 13:08,Gutters are clogged. Overgrown limbs touch roof.,Trim back branches and clean gutters,High,Low,,Complete,,,,Spillcorn,(old) Western North Carolina Servant EVENT,
2018-09-06 13:06,Vinyl siding dirty,Wash with a pressure washer,Low,Low,,Archived,,,,Spillcorn,,
2018-09-06 13:05,No Co or smoke detectors in the house,install battery powered combo unit,Urgent,Low, $40 ,Archived,,,,Spillcorn,,
2018-09-05 16:28,"Crystal has a well in front of her house, by the road. It is covered by a wooden box made of scrap lumber. The concern is that the well pump, pressure tank, switch, etc. will get wet and freeze because there is no roof on the structure, just some un - nailed boards covering the top. Water pipe is severely blistering and in imminent danger of bursting.","Remove top of box. Remove old insulation. Replace existing damaged water line. Check pressure tank and switch for correct pressure and leaks. After fixing all problems, put some new, dry insulation in there (Imogene has some).

Make a roof for the box out of treated lumber and roof metal .",Urgent,High, $200 ,Complete,,2019-05-13,,Walnut Community,Carl Haas,
2018-09-05 12:49,Home hard to heat. Not muck insulation in attic,Remove gable vent cover. Rent an insulation blower and blow cellulose insulation in attic.,High,Low, $100 ,Archived,,,,Walnut Community,,
2018-09-05 12:47,Crystal needs a better heater,"Right now she has gas logs run by a portable propane tank, and space heaters.

Mini split or better propane heater and bigger tank recommended.",Urgent,,,,,,,Walnut Community,,
2018-08-30 11:48,Window and house trim is rotten and has been infested by wood bees. Paint has tested positive for lead.,Wrap window and fascia trim with aluminum. Paint soffits.,High,High," $9,000 ",Complete,,2018-08-29,,Hwy. 19,,Allen Schular Construction
2018-08-23 16:55,Roof leaks. Bad plumbing boot.,"Landlord has applied Kool seal and tar about 3 yrs ago according to Jerry.

Lower cost repair- more Kool seal, new trailer gutters, and more caulk and roof cement. Replace 1 1/2"" plumbing boot.

A metal roof could be installed over the home but that would require trusses because of the flat roof.

Trailer is approximately 30 feet long. It is 12 feet wide.",Urgent,High, $400 ,Complete,,2019-07-10,,Walnut Community,Forsyth United Methodist Church,
2018-08-23 15:51,Wobbly handrail,"Re- do the guard rails on the long side. The existing deck is 6' wide x 20' long. When you build back the rails, install a post through the deck framing and into the ground for more stability ( the existing 4x4 is just screwed into the deck boards, that is why the rail is unstable). Some other work could be done on this deck, it is showing signs of age but is stable other than the rail. Steps are good.",Urgent,High, $150 ,Complete,,2019-07-12,,Walnut Community,Forsyth United Methodist Church,
2018-08-23 15:50,A lot of air comes in through the windows making the home hard to heat. Window putty is cracked and panes are loose.,"Install some new, energy- efficient windows. You can order them from Discount Mobile Home Supply in Weaverville.

The three windows that need replacement the most are 41 1/4"" high x 31 1/2"" wide (including flange)",Urgent,High, $500 ,Complete,,2019-07-12,,Walnut Community,Forsyth United Methodist Church,
2018-08-23 15:49,Door is floppy. Lots of air gets in around it. Older style trailer door with diamond window.,"Install a new exterior door with a storm door. The existing door is 73 1/2"" high x 32"" wide (slab size). left hinge, opens in.",Urgent,High, $300 ,Complete,,2019-07-12,,Walnut Community,Forsyth United Methodist Church,
2018-08-23 15:45,"Bathroom needs some work. Tub has come loose from the wall, and although stable, water can get behind the tub and damage the wall and cause mold.","The floor seems stable, but the condition of the wall behind the tub , where water can find its way in, is unknown. Install new tub and surround, maybe some fixtures, possibly new vanity faucet.",High,High," $1,000 ",Archived,,,,Walnut Community,,
2018-08-23 15:42,No smoke detector,install battery powered unit,High,Low,,Archived,,,,Walnut Community,,
2018-08-17 17:07,Gutters needed. Water from hill runs under house.,"A 30 foot section of gutter has been installed on the back of the house, over the main entrance. A downspout goes into a drainpipe, which runs along the side of the house and downhill. A similar system could be set up on the opposite side with the water being directed downhill. If drainpipes are installed underground you will need permission from the landlord, Larry Wyatt. You will also need to determine locations of any underground pipes or lines before digging. Sheila seems to think that digging ditches for drainpipes would be just fine with the landlord.

90 feet of gutter is still needed. Purchase 5"" gutters and aceessories from Summit (they will deliver 20 foot sections) so they will fit with the existing gutters. Follow the pattern of what has been done before.",Urgent,High, $200 ,Archived,,,,Marshall,,
2018-08-15 12:09,"Where one of the worst windows is rotted around frame, appears there's wall damage here as well. Jake assessed further when he went to measure windows and made Eddie aware of the situation.","Speak with Jake. May involve removing siding, any rotten materials, and replacing.",High,High,,Archived,,,,Marshall,,
2018-08-07 14:06,The Morrow's only use woodburning stove to heat.,"Work out with homeowner the most preferred and efficient way to heat the home. As they age, woodburning will become more difficult.",High,High,,Archived,,,,Petersburg,,
2018-08-07 14:05,Plumbing freezes.,Repair broken pipes. Insulate.,High,High,,Archived,,,,Petersburg,,
2018-08-07 14:04,No insulation.,Install insulation.,High,High,,Archived,,,,Petersburg,,
2018-08-07 14:02,Porous asphalt siding on main home exterior.,"Install new, durable siding.",Urgent,High,,Archived,,2019-06-27,,Petersburg,Westover (Greensboro),
2018-08-07 14:01,"Roof leaks. 5 V tin roof - the tin is old and rusty. The nails have been pounded down too much, destroying the sealing function.",New metal roof is needed.,Urgent,High,,Complete,,2022-09-16,,Petersburg,,Neil Chandler Construction
2018-08-07 13:53,Bathroom attachment is a platform type construction versus a standard stud frame construction. Exterior walls are covered with rolled asphalt roofing atop Celotex black fiber board. Fiber board is exposed on three sides causing water damage to the walls and windows.,"Re-frame bathroom walls. Install new siding. Drywall and paint interior.

Size of bathroom attachment is 8' x 23'9"".",Urgent,High,,Complete,,2018-10-27,,Petersburg,,
2018-08-07 13:44,Weak floor in front of cook stove.,"Repair joists if needed, lay new sub-floor, and install new floor covering.",Urgent,High,,Archived,,,,Petersburg,,
2018-08-07 13:42,"The bathroom floor is very soft, specifically around the toilet. Joists are lacking, especially framing near the toilet. Floor slopes away from main house construction. There is no water in the toilet. Shower has been unusable for over 10 years. Floor, ceiling and walls have severe water damage. The bathroom is an addition to the original home and was done very poorly. There is no insulation.",Tear off existing bathroom and replace with a new room. Most cost effective solution is to bring in an prefab 8x10 building and built out the bathroom in it. Family will need a porta-jon during the renovation.,EMERGENCY,High," $8,000 ",Complete,,,,Petersburg,,
2018-08-01 12:58,Kitchen sink drain not hooked up properly,Investigate best solution,EMERGENCY,Low,,Complete,,2018-08-10,,Beech Glen,Chris Lord,
2018-07-26 12:25,Gutters requested.,"Per phone convo w/Rena 7/25, she feels like trailer would last longer with gutters. She believes water runs down and into her walls and that is quite possible.",High,High,,Archived,,,,Marshall,,
2018-07-26 12:24,Floor beneath bathtub is getting weaker. Previously water damaged.,"Per phone convo w/Rena 7/25, now that the tub has been repaired, it's getting used more, they are noticing how weak floor is. It is not at the point of falling through, but soft. She'll call if it gets worse.",High,High,,Archived,,,,Marshall,,
2018-07-26 12:22,Bathroom faucet leaks around faucet.,"Per phone convo w/Rena 7/25, faucet is very old and prob just needs replacing.",Low,Low,,Archived,,,,Marshall,,
2018-07-26 12:22,Kitchen sink leak underneath,Relayed by Rena via phone convo 7/25. Need to investigate why leaking.,High,Low,,Archived,,,,Marshall,,
2018-07-25 15:50,Front porch handrail post on lower right is deteriorated.,Remove and replace post.,High,Low,,Complete,,2019-07-19,,Marshall,Holy Trinity,
2018-07-25 15:48,Kitchen sink cabinet base is falling apart due to water damage.,Replace fiber board in cabinet.,High,High,,Archived,,,,Marshall,,
2018-07-25 15:47,Interior passage/entry door latches missing. Master bedroom and closet doors inoperative.,Remove and replace door latches.,Low,Low,,Archived,,,,Marshall,,
2018-07-25 15:45,Dangerous electrical issues. Hot wires exposed.,Replace broken and missing cover plates. Rework electrical box in laundry room. Address hot wires in kitchen.,High,High,,Archived,,2019-07-19,,Marshall,Holy Trinity,Wallin Electric
2018-07-25 15:42,Broken vinyl tile flooring.,Remove tiles and replace floor covering.,Low,High,,Complete,,2019-07-19,,Marshall,"St. Francis (Greensboro);
St George's Episcopal Church;
Holy Trinity",
2018-07-25 15:42,Deteriorating carpet.,Pull up carpet and replace floor covering.,Low,High,,Complete,,,,Marshall,St. James (Wilmington),
2018-07-25 15:40,"Window frames and sashs broken and cracked glass.

Update-There are 5 broken or cracked windows. One of the kids cut themselves on a broken pane.","Consider replacement with vinyl DBL hung.

Glass 29 1/2"" W x 26 1/4"" H.

Est. cost for each window is $279.00.

4 of the windows measure 55 1/2"" tall x 31 3/4"" wide , including the flange.

One smaller window, broken, is 15 3/4"" wide x 41 3/4"" high.

There are five windows in the CHC storage bldg. (Marshall location) that would fit the 55 1/2"" x 31 3/4"" size; they are a bit smaller.",Urgent,High," $1,200 ",Complete,,2019-07-04,,Marshall,"St. Francis (Greensboro);
St George's Episcopal Church",
2018-07-25 15:34,Both bathrooms need toilet and lid replacement.,"Replace toilets, seats, and lids in both bathrooms.",Urgent,Low,,Complete,,2019-06-21,,Marshall,St. James (Wilmington),
2018-07-25 15:33,No bath or shower in either bathroom.,"Master bathroom - shower surround is missing

Hallway bathroom - needs new shower surround over existing bath tub.

.

Update- my view is to remodel the smaller (hallway)bathroom so the clients will have one good bathroom. This would involve commode replacement or repair, new sink and cabinet, and a new, sturdier fibergass tub and new surround.",Urgent,High," $2,000 ",Complete,,,,Marshall,,
2018-07-23 8:44,Water heater is leaking and is 30yrs old.,Replace water heater. Ensure elements are sized to fit electrical breaker.,Urgent,High," $1,000 ",Complete,,2018-07-20,,Big Pine,,Autry Plumbing
2018-07-20 17:44,Bathroom drain system needs to be redone. Old tub cracked. Walk- in shower needed.,"This will be a complex bathroom remodel because the bathroom was built on a concrete slab. A channel will have to be cut in the concrete for new drainpipes.

Remove old tub. Remove bathroom sink. Remove chest of drawers. Remove washer.

Old drainpipes are ABS.",Urgent,High," $8,500 ",Archived,,,,Hwy. 19,,
2018-07-20 17:35,"Paint, trim, siding and caulk are needed on some unfinished parts of the home. There is a place out back and also on the porch.

CAUTION: This home was built before 1978 and may contain lead- based paint. Lead paint is suspected. Use Lead paint safety measures if disturbing more than 10 square feet.

There is a place around back that is not painted at all and needs siding- this would be a good place to start.","Install hardi board siding, trim, paint, caulk.",High,High, $200 ,Archived,,,,Hwy. 19,,
2018-07-20 17:32,There is a piece of trim that is pulling off the house. The phone line and sattelite cable are attached to it.,"Call phone company and sattelite company. If no response then go up on a ladder and use a bar clamp to pull the board into place, then use screws to re-attach. Use caution around the nearby power line.",Urgent,Low, $5 ,Archived,,,,Hwy. 19,,
2018-07-20 17:26,"There are gutters on the home . This may be on purpose, some people don't want them, but water can drain into the basement.","Talk to the family, maybe some gutters could be installed in some places as long as they can be cleaned regularly",High,High, $200 ,Archived,,,,Hwy. 19,,
2018-07-20 16:02,A tree fell on the roof in December. The gable end was damaged and the roof leaks as a result.,"The roof is not leaking bad, and some temporary patching has been done, but it could get worse. There is also another small leak on the far end of the house, but on the same side of the roof. There are a lot of exposed nail heads, and some missing and damaged shingles over the whole roof, especially on the side with the tree damage.Shingles are reported to be about 12 years old. For these reasons, the best idea would be to re- shingle the whole roof, or at least the side that has the damage. The other side has no leaks reported. There are no chimneys and the only obstruction is the sattelite dish.

The solution for repairing the structural damage would be to remove shingles, remove a plywood section, replace the fly rafter,replace the plywood, tarpaper and re-shingle. The existing sheathing is 3/4"" OSB on truss framing, 24"" centers.

CDX would be a stronger replacement plywood.

The homeowners have collected a good-sized stack of shingles that appear to be in good shape. They are a mix of architectural and 3-tab shingles. Another option would be metal roof..

The side that is damaged is 644 square feet. Other side is 490 square feet. I have given an estimate for the damaged side.

Roof pitch is approximately 3 / 12.",Urgent,High," $1,000 ",Complete,,2018-10-31,,Revere/Sodom,,
2018-07-20 15:56,Exit facing road is not safe. Deck is leaning significantly towards the house. Step handrails are wobbly.,"There is a third rear exit, but it is currently blocked- covered with plastic and stuff is in front of it. A safe alternative exit should be made.Tear down deck and rebuild completely.

The existing deck is 5'x8'. Steps , handrails, and guard rails will be required.

Build deck to code. Slope deck away from house. Make it free standing. Rails to be 36"" from deck surface.

Storm door and exterior door here is in bad shape.Replace both. Repair any threshold damage found.

Door is 73 1/2"" x 32"" slab size, opens in, left hinge.

Storm is 35 1/2"" x 77"" including flange. Opens out, left hinge.",Urgent,High, $800 ,Complete,,2018-10-31,,Revere/Sodom,,
2018-07-20 15:53,There is some sketchy looking electrical work in the home. Some outlets do not work (trailer side. ),"Run wires in a better way, especially to the microwave. Repair outlets.",Urgent,High, $100 ,Archived,,,,Revere/Sodom,,
2018-07-20 15:50,"Monitor oil heater needs repair. Laney says it needs a new ""Brain"". She has consulted with a heating man, Nathan Jefferson. Her son also is a heating technician.",Work with the family to get the right parts installed,High,High,,Archived,,,,Revere/Sodom,,
2018-07-20 15:48,"No fascia, soffit, or gutters on house. Bees build nests in exposed insulation between rafters.","Install fascia board. Install soffit framing. Build ""bird boxes"". Install vented soffit material (vinyl). This would be a good thing to do at the same time as roof repair.

If time and finances permit, install gutters and drainpipes. Consult homeowner for location of underground pipes and wires before digging drainpipe ditches.",High,High, $400 ,Archived,,,,Revere/Sodom,,
2018-07-20 14:56,Soft spot in floor of kitchen. Weak spot in living room floor. Happened due to old water leak (fixed).,"Remove finished flooring. Replace plywood.Shore up joists if needed. Install some new flooring (existing floor material is laminate). Plywood and flooring unknown thickness. Replace damaged insulation if needed.

Homeowner's relatives have put a piece of sheet metal over the worst place in the kitchen so it is temporarily safe there. There is nothing over the weak place in the living room.",Urgent,High, $200 ,Archived,,,,Marshall,,
2018-07-20 14:31,Rear exit not safe. Cinder blocks once used as temporary steps are now unstable.,"Build a deck and steps out back. Door swings out, left hinge.

Make deck 8'x8' with steps going towards the heat pump.

Build free standing deck sloping away from the house. Steps must be 36"" clear width. Deck height 34"", handrails required , must be 36"" high.

Steps must have solid landing in the form of a concrete slab or cap-blocks. You might find a creative use for the old cinder blocks.

4"" minimum spacing between pickets.

Steps must be the same height except the bottom one.",Urgent,High, $600 ,Complete,,2018-07-27,,Marshall,St. Mary's (Kinston),
